0.849797,0.865889,0.882006,0.117994,0.134111,0.150203
0.844757,0.867318,0.889123,0.110877,0.132682,0.155243
0.842265,0.868715,0.895275,0.104725,0.131285,0.157735
0.841088,0.869863,0.900578,0.099422,0.130137,0.158912
0.835690,0.870801,0.905688,0.094312,0.129199,0.164310
0.834410,0.871760,0.908860,0.091140,0.128240,0.165590
0.835310,0.873908,0.912979,0.087021,0.126092,0.164690
0.830372,0.874832,0.915618,0.084382,0.125168,0.169628
0.824741,0.877739,0.916406,0.083594,0.122261,0.175259
0.828417,0.876884,0.916378,0.083622,0.123116,0.171583
0.826753,0.877690,0.920952,0.079048,0.122310,0.173247
0.824184,0.878685,0.924375,0.075625,0.121315,0.175816
0.821935,0.878049,0.923611,0.076389,0.121951,0.178065
0.821872,0.880351,0.924619,0.075381,0.119649,0.178128
0.822579,0.880550,0.928113,0.071887,0.119450,0.177421
0.824717,0.882729,0.928569,0.071431,0.117271,0.175283
0.821072,0.884454,0.931172,0.068828,0.115546,0.178928
0.821196,0.885428,0.933223,0.066777,0.114572,0.178804
0.816158,0.884492,0.932775,0.067225,0.115508,0.183842
0.813753,0.884527,0.935159,0.064841,0.115473,0.186247
0.811294,0.886588,0.935580,0.064420,0.113412,0.188706
0.809330,0.888889,0.936133,0.063867,0.111111,0.190670
0.812204,0.888780,0.938799,0.061201,0.111220,0.187796
0.815877,0.888783,0.943222,0.056778,0.111217,0.184123
0.809459,0.888788,0.941608,0.058392,0.111212,0.190541
0.807881,0.890456,0.942832,0.057168,0.109544,0.192119
0.811823,0.890681,0.942647,0.057353,0.109319,0.188177
0.813182,0.890583,0.943754,0.056246,0.109417,0.186818
0.815455,0.891066,0.944550,0.055450,0.108934,0.184545
0.812341,0.891304,0.947887,0.052113,0.108696,0.187659
0.810574,0.891736,0.949858,0.050142,0.108264,0.189426
0.813752,0.892140,0.947909,0.052091,0.107860,0.186248
0.815750,0.892023,0.950514,0.049486,0.107977,0.184250
0.818552,0.891653,0.953307,0.046693,0.108347,0.181448
0.814840,0.890987,0.952897,0.047103,0.109013,0.185160
0.819240,0.891270,0.953306,0.046694,0.108730,0.180760
0.816215,0.890333,0.953166,0.046834,0.109667,0.183785
0.815074,0.890173,0.954330,0.045670,0.109827,0.184926
0.812288,0.891956,0.954532,0.045468,0.108044,0.187712
