586 95 681 14.23610017510665
607 83 690 14.23213616449332
630 84 714 14.218279494798276
663 89 752 14.203134068485204
700 87 787 14.181459947072577
722 96 818 14.157237188102611
721 95 816 14.142873654875139
751 101 852 14.143525910427517
789 105 894 14.123984378506975
774 96 870 14.099309155220975
789 89 878 14.109039068314518
782 89 871 14.099309155220961
800 88 888 14.103848110757033
791 82 873 14.092182410423455
855 77 932 14.098012847332747
903 77 980 14.056656484164902
916 74 990 14.025798092670973
927 83 1010 14.017463913851481
947 77 1024 14.010419648479985
942 71 1013 13.997630015489827
951 67 1018 14.00082523413418
958 65 1023 13.995074890432777
993 61 1054 13.990605665474375
1011 61 1072 13.968302288856336
1013 60 1073 13.95685964781905
1074 59 1133 13.955589400395267
1052 59 1111 13.916957617158557
1024 54 1078 13.93086570816764
1050 51 1101 13.948607170492652
1058 46 1104 13.93213145863883
1064 46 1110 13.927069836317001
1071 49 1120 13.923276032495504
1071 50 1121 13.918852539542195
1087 56 1143 13.918852539542192
1083 59 1142 13.908752245427767
1121 61 1182 13.911275944456596
1144 56 1200 13.887337716867126
1130 58 1188 13.87288877080308
1147 63 1210 13.881680198479314
1149 59 1208 13.871006341988755
1145 59 1204 13.869751673230207
1140 62 1202 13.8722612377645
1127 63 1190 13.875399470808567
1164 63 1227 13.883565525694928
1155 66 1221 13.860348887500598
1198 66 1264 13.865989028441918
1244 60 1304 13.839083033538554
1246 60 1306 13.810415236827042
1262 62 1324 13.809171504884201
1286 59 1345 13.79922970807052
1299 61 1360 13.784343824569262
1309 62 1371 13.77629403947752
1290 60 1350 13.770108291922696
1273 61 1334 13.781865965834422
1263 67 1330 13.792403022486477
1225 62 1287 13.79860882105188
1244 56 1300 13.822241873600433
1251 51 1302 13.810415236827042
1251 59 1310 13.806063154871504
1254 61 1315 13.8060631548715
1267 57 1324 13.804198816454763
1269 56 1325 13.796125831604595
1276 51 1327 13.79488467195179
1311 51 1362 13.79054237126053
1305 48 1353 13.76887180894867
1310 49 1359 13.772581924228083
1293 48 1341 13.76949002267703
1276 47 1323 13.780008156314572
1302 52 1354 13.79054237126054
1309 50 1359 13.774437731755487
1315 43 1358 13.770108291922696
1307 44 1351 13.76639950905883
1333 44 1377 13.771344996995888
1318 43 1361 13.755285137684686
1343 41 1384 13.764545866706964
1355 44 1399 13.749118238099264
1359 47 1406 13.741725253751325
1350 45 1395 13.739262692097645
1345 45 1390 13.744804697472553
1328 38 1366 13.747885521675354
1338 32 1370 13.758370662474897
1304 38 1342 13.752200996536308
1311 42 1353 13.77320047117252
1281 42 1323 13.768871808948667
1287 44 1331 13.78744240123059
1246 40 1286 13.783724276358571
1265 39 1304 13.8091715048842
1287 37 1324 13.797367214617847
1308 33 1341 13.783724276358571
1302 40 1342 13.770726616693153
1310 43 1353 13.774437731755492
1287 39 1326 13.76949002267703
1297 37 1334 13.783724276358575
1299 37 1336 13.777531855944657
1303 40 1343 13.776294039477522
1288 39 1327 13.77381907367916
1257 39 1296 13.783104783837539
1231 44 1275 13.802334981481836
1227 43 1270 13.818504958508461
1223 47 1270 13.820996010686088
1236 52 1288 13.823487961146105
1197 53 1250 13.815392405756239
1203 54 1257 13.83970756836515
1240 54 1294 13.83596120470327
1264 55 1319 13.812903372938948
1290 56 1346 13.797987989903499
1275 53 1328 13.781865965834427
1282 53 1335 13.791162532553471
1273 52 1325 13.786822574458913
1269 56 1325 13.792403022486477
1262 50 1312 13.79488467195179
1285 53 1338 13.799229708070524
1284 54 1338 13.784963428477136
1292 51 1343 13.785583088089696
1302 56 1358 13.780627370499886
1292 57 1349 13.774437731755494
1289 63 1352 13.780627370499886
1289 63 1352 13.782485346998662
1282 58 1340 13.782485346998657
1325 57 1382 13.786822574458908
1299 60 1359 13.760222641884505
1303 59 1362 13.776294039477524
1304 51 1355 13.773819073679157
1341 52 1393 13.773200471172524
1330 48 1378 13.750351175608241
1302 44 1346 13.757136286462211
1299 41 1340 13.774437731755492
1286 38 1324 13.776294039477522
1274 39 1313 13.784343824569273
1261 35 1296 13.791782749626277
1277 40 1317 13.79985065096698
1276 40 1316 13.789922265739953
1290 39 1329 13.79054237126054
1299 33 1332 13.781865965834433
1322 32 1354 13.776294039477525
1359 34 1393 13.762075119941738
1337 38 1375 13.739262692097645
1343 38 1381 13.75281771411931
1346 44 1390 13.749118238099266
1364 43 1407 13.74726924635171
1382 38 1420 13.73618573090609
1309 36 1345 13.725120072876505
1303 37 1340 13.770108291922693
1333 40 1373 13.773819073679157
1313 45 1358 13.755285137684686
1313 43 1356 13.767635548013983
1276 42 1318 13.767635548013986
1279 47 1326 13.79054237126054
1292 50 1342 13.788682221985718
1308 55 1363 13.78062737049989
1337 64 1401 13.770726616693153
1341 67 1408 13.75281771411931
1322 71 1393 13.750351175608236
1275 74 1349 13.762075119941738
1221 70 1291 13.791162532553471
1266 69 1335 13.824734273383857
1288 64 1352 13.7967464951874
1268 60 1328 13.78310478383754
1282 58 1340 13.7955052238619
1321 58 1379 13.786822574458908
1313 58 1371 13.762692723472886
1309 56 1365 13.76763554801398
1304 56 1360 13.770108291922696
1272 56 1328 13.773200471172517
1302 59 1361 13.793023351141592
1328 70 1398 13.77443773175549
1305 63 1368 13.7583706624749
1275 63 1338 13.772581924228081
1292 61 1353 13.791162532553473
1274 69 1343 13.780627370499888
1305 72 1377 13.791782749626273
1360 79 1439 13.772581924228088
1369 86 1455 13.738647189583995
1370 72 1442 13.733110147600744
1359 77 1436 13.73249519620458
1333 74 1407 13.73926269209765
1338 78 1416 13.755285137684684
1339 77 1416 13.752200996536304
1304 77 1381 13.751584334261745
1292 77 1369 13.773200471172517
1297 73 1370 13.780627370499886
1317 70 1387 13.777531855944652
1313 75 1388 13.765163692023426
1329 88 1417 13.76763554801398
1329 87 1416 13.757753446780818
1290 94 1384 13.757753446780823
1348 86 1434 13.781865965834426
1358 81 1439 13.746036861443908
1376 78 1454 13.739878249763793
1403 80 1483 13.728806644060422
1387 81 1468 13.712232650776507
1417 81 1498 13.722049442305703
1474 88 1562 13.70365447302317
1478 85 1563 13.668839558440705
1459 80 1539 13.666403047899266
1471 82 1553 13.677984215764926
1434 79 1513 13.670667511563256
1387 76 1463 13.693252532377466
1361 65 1426 13.722049442305693
1396 59 1455 13.738031742215416
1396 57 1453 13.716525768223006
1391 54 1445 13.716525768223006
1379 64 1443 13.719593926911594
1416 71 1487 13.72696311094819
1407 72 1479 13.704266844055878
1368 68 1436 13.70978064717656
1374 67 1441 13.73372515407534
1372 69 1441 13.73003594125628
1349 70 1419 13.731265458617946
1331 77 1408 13.745420751844895
1277 83 1360 13.756519181511614
1327 87 1414 13.78992226573995
1265 84 1349 13.758987933551902
1299 78 1377 13.797367214617857
1253 82 1335 13.776294039477522
1278 81 1359 13.804820206645406
1279 87 1366 13.789302215984184
1256 100 1356 13.788682221985715
1271 98 1369 13.802956203880527
1271 93 1364 13.793643735599169
1245 97 1342 13.793643735599172
1236 111 1347 13.809793342852505
1278 113 1391 13.815392405756239
1268 121 1389 13.78930221598418
1307 119 1426 13.795505223861895
1296 118 1414 13.771344996995888
1279 126 1405 13.778150847596427
1277 133 1410 13.788682221985715
1250 128 1378 13.789922265739955
1284 126 1410 13.806684712922074
1296 124 1420 13.785583088089695
1331 124 1455 13.77815084759643
1344 124 1468 13.756519181511617
1339 134 1473 13.748501852255394
1380 128 1508 13.751584334261752
1381 131 1512 13.726348709929633
1352 138 1490 13.725734363908199
1408 134 1542 13.743572754378238
1397 126 1523 13.70916778329048
1357 134 1491 13.715912301152139
1371 148 1519 13.74049386258984
1424 155 1579 13.731880299879446
1404 156 1560 13.699369407677487
1387 167 1554 13.71161956765347
1413 164 1577 13.722049442305702
1450 174 1624 13.706104285576084
1430 167 1597 13.683476885713475
1382 173 1555 13.695698626884576
1395 167 1562 13.725120072876509
1401 178 1579 13.717139290172996
1383 204 1587 13.713458981512774
1372 213 1585 13.724505836827163
1383 213 1596 13.73126545861795
1386 206 1592 13.724505836827163
1410 198 1608 13.722663458499438
1410 187 1597 13.70794221988355
1412 188 1600 13.707942219883558
1420 193 1613 13.706716875581316
1411 194 1605 13.70181768824441
1407 186 1593 13.707329520348022
1437 183 1620 13.70978064717656
1416 180 1596 13.691418534825484
1418 186 1604 13.704266844055878
1414 193 1607 13.703042156715245
1432 183 1615 13.705491750324994
1412 179 1591 13.694475470401235
1430 188 1618 13.706716875581314
1403 181 1584 13.695698626884571
1385 179 1564 13.712232650776507
1349 172 1521 13.723277529646005
1380 185 1565 13.745420751844891
1400 176 1576 13.726348709929637
1412 181 1593 13.714072229140722
1390 182 1572 13.706716875581318
1400 172 1572 13.720207723367754
1372 163 1535 13.714072229140717
1353 167 1520 13.731265458617944
1344 167 1511 13.742956865641416
1342 174 1516 13.7485018522554
1323 170 1493 13.7497346792144
1329 163 1492 13.761457571838266
1285 160 1445 13.757753446780816
1287 154 1441 13.784963428477143
1316 159 1475 13.78372427635857
1307 175 1482 13.7657815728049
1337 160 1497 13.771344996995886
1328 144 1472 13.752817714119308
1300 139 1439 13.758370662474901
1310 125 1435 13.775675214647187
1275 122 1397 13.76949002267703
1242 121 1363 13.791162532553471
1238 114 1352 13.811659192825115
1286 107 1393 13.814147777229131
1284 113 1397 13.784343824569268
1304 116 1420 13.785583088089698
1252 124 1376 13.773200471172517
1247 115 1362 13.805441652781797
1283 108 1391 13.808549722914568
1276 105 1381 13.786202803414442
1275 106 1381 13.79054237126054
1257 108 1365 13.791162532553468
1217 106 1323 13.802334981481836
1237 105 1342 13.827227572178751
1250 108 1358 13.814770063459283
1245 109 1354 13.80668471292207
1266 110 1376 13.809793342852497
1277 113 1390 13.796746495187397
1315 103 1418 13.78992226573995
1301 107 1408 13.76639950905883
1319 106 1425 13.775056445409001
1365 108 1473 13.763928096848039
1332 105 1437 13.735570504043752
1284 97 1381 13.755902131921589
1293 112 1405 13.785583088089691
1315 114 1429 13.78000815631458
1302 108 1410 13.766399509058832
1297 105 1402 13.774437731755492
1312 94 1406 13.777531855944646
1328 104 1432 13.76825365073015
1290 106 1396 13.7583706624749
1306 113 1419 13.781865965834422
1326 113 1439 13.771963432838364
1311 114 1425 13.759605260019287
1323 113 1436 13.76887180894867
1327 113 1440 13.761457571838275
1316 119 1435 13.758987933551902
1312 123 1435 13.765781572804903
1299 119 1418 13.76825365073014
1293 113 1406 13.776294039477522
1295 105 1400 13.78000815631458
1288 102 1390 13.778769894870338
1260 102 1362 13.783104783837539
1316 97 1413 13.800471649748797
1330 100 1430 13.765781572804897
1345 92 1437 13.757136286462211
1351 91 1442 13.747885521675352
1348 93 1441 13.744188698319483
1320 104 1424 13.746036861443915
1314 114 1428 13.763310382439155
1329 108 1437 13.7670175007927
1289 117 1406 13.75775344678082
1287 120 1407 13.78248534699866
1281 108 1389 13.783724276358573
1269 117 1386 13.787442401230594
1317 122 1439 13.794884671951785
1332 106 1438 13.765163692023433
1322 105 1427 13.755902131921593
1325 99 1424 13.762075119941738
1342 109 1451 13.760222641884504
1366 109 1475 13.749734679214404
1375 109 1484 13.734955332289445
1358 117 1475 13.729421265141315
1348 116 1464 13.739878249763796
1301 127 1428 13.746036861443914
1257 126 1383 13.775056445409005
1285 118 1403 13.802334981481827
1316 115 1431 13.784963428477141
1278 125 1403 13.765781572804903
1253 126 1379 13.789302215984181
1218 117 1335 13.804820206645404
1218 118 1336 13.8266041631711
1221 123 1344 13.826604163171105
1221 116 1337 13.824734273383859
1256 107 1363 13.824734273383854
1284 98 1382 13.802956203880532
1300 103 1403 13.785583088089693
1263 104 1367 13.775675214647187
1253 96 1349 13.798608821051877
1262 95 1357 13.804820206645406
1258 93 1351 13.799229708070527
1257 98 1355 13.801713814998672
1225 89 1314 13.802334981481831
1231 95 1326 13.82224187360043
1241 105 1346 13.818504958508456
1231 101 1332 13.812281254863779
1247 96 1343 13.818504958508463
1242 96 1338 13.808549722914568
1225 99 1324 13.811659192825115
1215 93 1308 13.822241873600433
1246 99 1345 13.828474558857522
1244 100 1344 13.8091715048842
1251 104 1355 13.810415236827044
1240 101 1341 13.8060631548715
1245 104 1349 13.812903372938958
1285 109 1394 13.809793342852505
1296 104 1400 13.784963428477136
1291 105 1396 13.77815084759643
1258 104 1362 13.781246640337342
1258 103 1361 13.80171381499867
1252 100 1352 13.80171381499867
1250 96 1346 13.805441652781797
1255 88 1343 13.806684712922076
1242 95 1337 13.803577482202321
1291 97 1388 13.811659192825111
1325 99 1424 13.781246640337338
1309 101 1410 13.760222641884505
1321 95 1416 13.770108291922696
1323 103 1426 13.762692723472886
1344 91 1435 13.761457571838266
1347 95 1442 13.748501852255393
1354 96 1450 13.746653026277043
1363 84 1447 13.742341032101576
1370 89 1459 13.736801012883886
1381 83 1464 13.73249519620458
1397 83 1480 13.725734363908193
1422 92 1514 13.71591230115214
1399 104 1503 13.700593438584711
1410 104 1514 13.71468553161836
1442 107 1549 13.707942219883556
1417 105 1522 13.688362963707922
1400 92 1492 13.70365447302317
1401 100 1501 13.714072229140717
1447 104 1551 13.713458981512774
