1356.450000,1370.080000,1389.975000,26.225000,28.760000,33.550000
1378.675000,1400.620000,1419.000000,26.225000,30.020000,34.000000
1407.000000,1422.540000,1439.775000,26.225000,30.500000,36.775000
1419.450000,1436.720000,1455.775000,26.000000,31.380000,38.550000
1429.450000,1445.680000,1463.550000,26.225000,31.980000,37.775000
1432.900000,1451.740000,1473.000000,26.000000,31.860000,39.550000
1431.000000,1455.460000,1481.775000,25.225000,32.300000,40.000000
1435.000000,1456.940000,1482.325000,24.225000,32.460000,40.775000
1439.900000,1457.200000,1476.550000,23.450000,32.800000,41.000000
1435.350000,1457.100000,1476.775000,23.225000,32.800000,41.775000
1437.350000,1458.200000,1478.550000,24.000000,32.900000,42.550000
1432.900000,1458.700000,1481.550000,24.000000,33.220000,43.775000
1435.225000,1456.800000,1480.100000,24.225000,33.360000,43.000000
1436.000000,1457.760000,1473.000000,24.225000,33.600000,43.775000
1433.025000,1458.260000,1478.325000,25.000000,33.740000,43.325000
1428.125000,1459.220000,1485.200000,24.225000,33.900000,43.000000
1438.000000,1458.880000,1479.000000,23.225000,34.180000,42.775000
1434.125000,1458.360000,1479.650000,25.000000,34.400000,43.000000
1439.000000,1458.240000,1482.650000,25.225000,34.480000,43.775000
1439.225000,1457.900000,1476.000000,24.000000,34.600000,43.775000
1434.225000,1457.500000,1482.875000,23.450000,34.700000,44.000000
1439.225000,1457.560000,1477.550000,25.000000,34.800000,47.775000
1438.225000,1458.280000,1476.000000,24.000000,34.940000,47.775000
1433.900000,1457.080000,1477.775000,25.225000,35.440000,48.000000
1429.125000,1455.960000,1479.425000,24.450000,35.540000,47.550000
1431.225000,1454.580000,1476.550000,24.450000,36.060000,48.000000
1432.225000,1454.360000,1475.000000,23.675000,35.960000,47.550000
1432.575000,1454.680000,1473.550000,24.225000,36.160000,47.775000
1434.225000,1456.380000,1480.550000,24.000000,35.840000,46.000000
1438.000000,1456.100000,1481.100000,24.000000,36.180000,48.775000
1435.000000,1457.120000,1476.775000,23.225000,36.240000,49.775000
1436.450000,1456.660000,1475.550000,22.000000,36.140000,51.775000
1430.900000,1457.120000,1476.875000,22.225000,36.280000,52.550000
