1350,1367,1383,26,28,32
1375,1397,1417,26,29,33
1397,1418,1441,26,30,34
1407,1434,1453,26,30,37
1420,1442,1461,26,31,37
1427,1448,1467,25,31,38
1422,1451,1467,25,32,40
1432,1455,1476,24,31,39
1439,1458,1473,24,31,40
1440,1460,1477,24,32,40
1442,1461,1480,25,32,40
1438,1459,1482,24,32,42
1441,1460,1486,24,32,41
1442,1459,1475,24,33,43
1439,1459,1477,25,33,44
1433,1458,1481,26,33,46
1433,1457,1481,25,34,47
1434,1457,1476,25,34,50
1433,1457,1480,25,35,51
1439,1456,1480,25,35,50
1435,1455,1474,25,35,51
1428,1456,1475,24,35,52
1429,1455,1476,24,35,50
1435,1455,1475,24,36,50
1435,1457,1477,24,36,53
1430,1455,1482,23,36,52
1426,1454,1475,23,36,52
1428,1453,1474,22,36,52
1430,1454,1481,23,36,52
1424,1454,1480,22,36,52
1431,1455,1476,22,37,53
1417,1455,1478,23,37,53
1423,1455,1482,23,37,55
1425,1452,1475,23,37,55
1428,1454,1478,23,38,57
1425,1455,1484,23,38,58
1427,1455,1477,24,38,59
1425,1454,1479,23,38,58
1428,1452,1478,24,39,57
1426,1452,1479,24,39,60
1421,1450,1479,24,39,61
1424,1450,1476,23,39,60
1417,1449,1471,24,40,62
1415,1450,1478,24,40,64
1427,1453,1484,24,40,66
1418,1452,1480,24,40,67
1414,1453,1482,24,41,67
1416,1452,1485,23,41,66
1413,1452,1483,21,41,66
1421,1452,1484,21,42,68
1416,1452,1483,21,42,69
1417,1448,1473,21,42,69
1413,1448,1478,22,43,70
1416,1447,1477,22,43,70
1419,1448,1481,23,43,71
1418,1448,1478,23,44,73
1418,1448,1476,21,44,73
1415,1448,1480,22,44,73
1412,1446,1473,22,44,75
1404,1446,1472,22,45,77
1408,1447,1481,22,45,81
1413,1448,1477,22,46,79
1409,1447,1473,21,46,77
1412,1446,1477,23,46,75
1416,1445,1476,22,47,75
1406,1446,1480,24,47,76
1412,1445,1474,24,47,75
1406,1443,1467,24,47,76
1406,1441,1467,24,47,76
1405,1439,1466,24,48,76
1407,1441,1466,24,48,76
1403,1439,1464,24,49,76
1401,1439,1465,24,49,79
1402,1439,1467,22,49,80
1406,1440,1471,23,49,80
1406,1440,1469,24,50,80
1408,1440,1474,25,50,81
1406,1440,1479,25,51,83
1397,1439,1474,23,51,84
1402,1438,1471,24,51,84
1401,1439,1483,23,51,86
1399,1441,1479,24,52,88
1398,1442,1479,24,53,92
1390,1438,1472,24,52,93
1391,1438,1471,25,53,92
1400,1439,1469,24,52,89
1402,1437,1467,25,53,89
1402,1440,1474,24,53,88
1394,1438,1473,25,54,89
1397,1438,1480,25,54,88
1405,1438,1471,24,54,87
1395,1437,1474,24,54,89
1399,1437,1466,25,54,90
1407,1438,1470,25,55,88
1404,1436,1465,25,55,88
1398,1436,1476,24,56,90
1389,1433,1470,24,57,90
1387,1433,1472,23,57,89
1390,1435,1470,23,57,90
1393,1435,1470,23,57,90
1393,1433,1471,24,57,91
1397,1434,1468,23,58,93
1388,1432,1472,23,58,95
1393,1431,1464,22,58,94
1397,1433,1463,22,59,94
1391,1433,1469,23,59,91
1391,1432,1462,25,59,91
1391,1431,1462,26,59,93
1391,1431,1469,26,59,93
1389,1433,1471,27,60,94
1382,1431,1474,27,60,94
1384,1432,1469,27,60,96
1386,1431,1472,27,60,97
1388,1432,1477,27,60,97
1393,1431,1470,27,61,99
1394,1432,1471,27,61,100
1380,1432,1469,30,61,104
1375,1432,1472,28,62,101
1383,1431,1480,25,62,102
1385,1431,1476,26,62,103
1391,1430,1476,26,62,102
1386,1432,1477,26,62,101
1386,1431,1472,27,63,101
1380,1430,1479,26,63,103
1382,1428,1473,26,64,106
1384,1428,1472,26,65,109
1381,1427,1471,27,65,109
1390,1428,1469,27,65,109
1385,1428,1471,27,65,109
1376,1427,1474,27,65,108
1376,1425,1475,27,65,109
1386,1426,1477,27,65,107
1391,1428,1471,27,66,106
1385,1427,1467,28,66,107
1383,1427,1465,27,66,108
1377,1426,1466,27,66,108
1380,1427,1465,28,67,109
1379,1426,1463,27,67,110
1383,1426,1465,29,67,107
1378,1427,1468,30,68,110
1383,1425,1477,29,68,113
1372,1424,1473,28,68,109
1372,1425,1468,28,68,111
1377,1425,1466,27,69,113
1382,1424,1475,27,69,112
1374,1422,1465,28,70,113
1370,1423,1467,27,70,114
1372,1423,1471,27,70,112
1372,1423,1471,28,71,114
1375,1423,1472,29,71,113
1372,1423,1477,28,71,114
1374,1421,1476,28,71,116
1373,1420,1475,28,71,114
1367,1420,1468,31,71,115
1367,1421,1470,31,72,116
1362,1421,1469,29,72,117
1377,1423,1467,29,73,118
1377,1423,1471,29,73,120
1370,1421,1472,30,73,120
1377,1420,1471,29,73,121
1373,1420,1475,30,74,120
1370,1420,1471,29,74,121
1375,1418,1473,28,74,122
1371,1420,1477,28,74,122
1370,1418,1464,28,74,118
1367,1418,1470,28,74,121
1362,1417,1468,29,74,119
1359,1415,1462,28,75,125
1365,1416,1463,29,75,123
1365,1417,1474,30,77,124
1354,1414,1466,28,77,125
1360,1414,1463,30,77,124
1362,1414,1464,28,77,123
1363,1414,1476,30,78,126
1365,1415,1480,29,77,126
1361,1415,1471,28,78,126
1363,1415,1476,28,78,127
1368,1415,1477,28,79,128
1370,1414,1474,28,80,126
1369,1413,1471,27,80,131
1366,1413,1463,27,80,133
1365,1414,1467,28,81,135
1370,1412,1464,27,81,131
1370,1413,1465,29,81,130
1372,1413,1469,28,81,128
1368,1412,1463,29,82,131
1364,1412,1468,28,82,135
1352,1412,1467,30,82,133
1349,1410,1466,29,82,131
1343,1409,1463,29,83,129
1344,1409,1461,28,83,130
1351,1407,1457,29,84,130
1347,1406,1468,30,84,136
1345,1406,1468,32,85,136
1345,1405,1454,32,85,137
1344,1404,1456,34,85,140
1347,1406,1453,34,86,142
1342,1406,1453,34,86,142
1346,1406,1454,32,87,139
1339,1405,1468,32,87,140
1334,1405,1462,33,88,139
1346,1406,1456,37,88,139
1341,1406,1464,36,89,140
1336,1404,1469,35,88,140
1342,1404,1467,35,89,140
1329,1403,1457,36,89,139
1328,1403,1462,36,90,144
1337,1403,1465,37,90,145
1345,1401,1461,36,90,145
1345,1401,1455,36,90,145
1349,1402,1450,35,91,149
1351,1402,1455,37,91,152
1348,1402,1457,35,91,153
