45
46
nothing
nothing
72
nothing
50
54
nothing
51
65
40
nothing
44
64
55
49
50
46
55
nothing
48
42
51
66
nothing
48
48
58
52
47
53
68
62
nothing
74
46
60
40
61
nothing
nothing
61
63
54
56
73
57
47
nothing
nothing
53
57
62
54
72
48
64
nothing
55
50
nothing
nothing
36
38
nothing
42
57
64
nothing
nothing
69
41
nothing
59
57
56
60
nothing
56
nothing
58
45
65
48
53
56
66
60
43
52
nothing
48
46
nothing
52
40
35
61
54
nothing
60
52
nothing
35
50
61
56
nothing
61
41
nothing
nothing
nothing
nothing
55
36
nothing
nothing
61
60
nothing
62
66
50
49
nothing
40
44
50
61
57
nothing
82
nothing
nothing
53
49
nothing
74
nothing
52
62
47
68
46
48
nothing
42
nothing
48
49
nothing
49
60
46
44
59
47
49
45
nothing
47
42
57
65
39
65
nothing
58
nothing
46
57
nothing
45
43
48
53
58
nothing
47
58
55
52
56
90
50
nothing
nothing
nothing
55
nothing
65
80
nothing
51
37
45
nothing
47
57
44
55
64
45
nothing
nothing
46
43
67
nothing
52
nothing
53
53
33
nothing
nothing
46
63
44
41
106
67
65
nothing
53
60
71
54
nothing
76
nothing
46
nothing
50
43
60
62
53
75
35
65
40
67
51
nothing
nothing
58
64
nothing
nothing
54
60
57
59
38
nothing
60
nothing
59
64
nothing
nothing
51
64
nothing
nothing
55
53
nothing
55
60
45
62
54
58
73
nothing
nothing
58
nothing
72
nothing
nothing
52
45
nothing
34
68
44
70
66
73
nothing
47
75
56
nothing
nothing
nothing
45
55
nothing
nothing
59
63
63
58
55
71
68
49
42
58
nothing
50
nothing
72
55
65
43
44
66
53
nothing
50
47
57
35
nothing
49
58
59
58
37
63
58
nothing
61
41
49
51
97
nothing
65
70
44
54
44
75
37
50
49
49
57
70
52
57
45
52
48
47
nothing
69
nothing
44
52
47
55
54
58
nothing
56
nothing
63
61
nothing
49
46
nothing
44
51
nothing
56
59
40
nothing
52
44
57
46
60
48
43
55
50
43
75
81
nothing
45
54
51
71
41
53
52
74
66
43
68
75
65
45
51
46
46
62
83
57
65
87
66
nothing
43
46
49
51
56
37
76
58
nothing
60
nothing
nothing
42
49
87
59
49
60
53
51
50
61
41
56
48
nothing
58
81
64
59
75
nothing
50
54
47
57
58
52
45
70
47
46
47
52
58
49
41
57
49
54
nothing
59
56
41
59
60
49
65
47
nothing
60
nothing
66
61
59
45
61
65
65
47
49
36
nothing
66
69
